Lokalizacja,Ulica,Liczba Pokoi,Metraż (m²),Cena Całkowita (zł),Cena za m² (zł),Typ Oferty,Data Dodania,Liczba Zdjęć,Link do Oferty,Link do Zdjęcia
Łódź Bałuty,,3,51,465000,9118,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-3-pokojowe-51-m2-e4j2k2,https://s2.adresowa.pl/oi/10/23/385ef0_99e8_cover-3-pokojowe-mieszkanie-lodz-baluty.jpg
Łódź Górna,ul. gen. Jarosława Dąbrowskiego,2,37,240000,6532,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-gen-jaroslawa-dabrowskiego-2-pokojowe-x0o7p0,https://s2.adresowa.pl/oi/38/6e/385a50_366f_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-gen-jaroslawa-dabrowskiego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Widzew,ul. Służbowa,3,62,570000,9194,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-sluzbowa-3-pokojowe-g9o8x1,https://s2.adresowa.pl/oi/19/23/385254_67f1_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-sluzbowa.jpg
Łódź Teofilów,ul. Plantowa,2,45,340000,7556,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-teofilow-ul-plantowa-2-pokojowe-o1r0a5,https://s2.adresowa.pl/oi/12/42/3850e8_e495_cover-2-pokojowe-mieszkanie-lodz-teofilow-ul-plantowa.jpg
Łódź Górna,ul. Poli Gojawiczyńskiej,2,46,415000,8981,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-poli-gojawiczynskiej-2-pokojowe-v1e8d3,https://s2.adresowa.pl/oi/66/25/384af6_2fbd_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-poli-gojawiczynskiej.jpg
Łódź Górna,ul. Antoniego Wiwulskiego,3,46,449000,9761,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-antoniego-wiwulskiego-3-pokojowe-l4q2r4,https://s2.adresowa.pl/oi/5d/52/3848ae_c870_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-antoniego-wiwulskiego.jpg
Łódź Górna,ul. Bednarska,3,70,450000,6410,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-bednarska-3-pokojowe-j6q8x1,https://s2.adresowa.pl/oi/3b/7d/38455c_6ce7_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-bednarska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Retkinia,ul. Pienista,2,48,530000,10975,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-retkinia-ul-pienista-2-pokojowe-i4c0d4,https://s2.adresowa.pl/oi/1b/7e/38450a_38cb_cover-2-pokojowe-mieszkanie-lodz-retkinia-ul-pienista.jpg
Łódź Śródmieście,,2,39,440000,11282,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-2-pokojowe-39-m2-d0x4u0,https://s2.adresowa.pl/oi/24/1b/3843e8_b871_cover-2-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź Bałuty,ul. Zygmunta Sierakowskiego,2,37,365000,9739,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zygmunta-sierakowskiego-2-pokojowe-s9d4k1,https://s2.adresowa.pl/oi/28/38/384074_ba32_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-zygmunta-sierakowskiego.jpg
Łódź Śródmieście,,3,68,697000,10250,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-3-pokojowe-68-m2-m7x5u9,https://s2.adresowa.pl/oi/1d/3b/383fd4_6774_cover-3-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź Śródmieście,ul. Gdańska,4,60,890000,14833,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-4-pokojowe-j0x7v9,https://s2.adresowa.pl/oi/79/46/383d1a_45a2_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Bałuty,ul. Przemysłowa,2,40,320000,8034,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-przemyslowa-2-pokojowe-g3q7s5,https://s2.adresowa.pl/oi/57/18/383b4a_e499_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-przemyslowa.jpg
Łódź,ul. Gnieźnieńska,1,42,385000,9167,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-ul-gnieznienska-1-pokoj-r1y3p4,https://s2.adresowa.pl/oi/51/6b/381e1e_c943_cover-1-pokojowe-mieszkanie-lodz-ul-gnieznienska.jpg
Łódź Górna,ul. Zaolziańska,2,36,399000,11016,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-zaolzianska-2-pokojowe-b7a6g4,https://s2.adresowa.pl/oi/4e/58/383930_c929_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-zaolzianska.jpg
Łódź Rokicie,ul. Zamojska,5,85,950000,11112,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-rokicie-ul-zamojska-5-pokojowe-i8i8u6,https://s2.adresowa.pl/oi/27/4b/383644_66bf_cover-5-pokojowe-mieszkanie-lodz-rokicie-ul-zamojska.jpg
Łódź Górna,ul. Akademii Zamojskiej,4,94,899000,9564,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-akademii-zamojskiej-4-pokojowe-g8r9z7,https://s2.adresowa.pl/oi/35/3e/38357c_f1e5_cover-4-pokojowe-mieszkanie-lodz-gorna-ul-akademii-zamojskiej.jpg
Łódź Widzew,ul. Łęczycka,2,43,409000,9512,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-leczycka-2-pokojowe-y9v4k0,https://s2.adresowa.pl/oi/66/48/38350a_cb3c_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-leczycka.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Polesie,ul. Górna,3,53,355000,6698,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-gorna-3-pokojowe-y6x5u3,https://s2.adresowa.pl/oi/46/54/382f80_7a07_cover-3-pokojowe-mieszkanie-lodz-polesie-ul-gorna.jpg
Łódź Śródmieście,ul. Nawrot,2,32,484000,14985,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nawrot-2-pokojowe-d7e7h4,https://s2.adresowa.pl/oi/56/1a/382f0c_85a2_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-nawrot.jpg
Łódź Bałuty,ul. Lutomierska,3,50,419000,8380,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-lutomierska-3-pokojowe-e7e4g3,https://s2.adresowa.pl/oi/55/3c/382b64_e5d5_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-lutomierska.jpg
Łódź Chojny,ul. Rolnicza,4,79,1098000,13899,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-rolnicza-4-pokojowe-j7f7e0,https://s2.adresowa.pl/oi/1e/59/3824be_def8_cover-4-pokojowe-mieszkanie-lodz-chojny-ul-rolnicza.jpg
Łódź Bałuty,ul. Odolanowska,1,27,279000,10333,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-odolanowska-1-pokoj-w2l2t4,https://s2.adresowa.pl/oi/7a/57/3820a0_d674_cover-1-pokojowe-mieszkanie-lodz-baluty-ul-odolanowska.jpg
Łódź Śródmieście,ul. Nawrot,3,65,750000,11538,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-nawrot-3-pokojowe-s4v5k5,https://s2.adresowa.pl/oi/34/66/382052_5e1e_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-nawrot.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Łódź Górna,ul. Rzgowska,1,19,195000,10263,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-rzgowska-1-pokoj-d9g1m3,https://s2.adresowa.pl/oi/12/4f/382030_7b99_cover-1-pokojowe-mieszkanie-lodz-gorna-ul-rzgowska.jpg
Łódź Górna,ul. Stocka,1,33,225000,6818,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-stocka-1-pokoj-u6l1c5,https://s2.adresowa.pl/oi/5e/58/381f3a_7398_cover-1-pokojowe-mieszkanie-lodz-gorna-ul-stocka.jpg
Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,4,98,850000,8673,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-4-pokojowe-w8p3i3,https://s2.adresowa.pl/oi/7f/7c/381e72_2a1f_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza.jpg
Łódź Widzew,ul. Józefa Elsnera,2,49,489000,9980,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-jozefa-elsnera-2-pokojowe-j6g2y0,https://s2.adresowa.pl/oi/1e/2d/38161c_cf26_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-jozefa-elsnera.jpg
Łódź Widzew,ul. Wacława,2,58,667000,11500,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-waclawa-2-pokojowe-f4c4d4,https://s2.adresowa.pl/oi/63/59/38101e_b92b_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-waclawa.jpg
Łódź Śródmieście,,3,47,389000,8277,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-3-pokojowe-47-m2-r7q5w1,https://s2.adresowa.pl/oi/67/29/380d2c_8354_cover-3-pokojowe-mieszkanie-lodz-srodmiescie.jpg
Łódź Chojny,ul. Tuszyńska,3,63,590000,9440,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-tuszynska-3-pokojowe-y6l2y5,https://s2.adresowa.pl/oi/64/30/3807e6_7c5c_cover-3-pokojowe-mieszkanie-lodz-chojny-ul-tuszynska.jpg
Łódź Bałuty,ul. Osiedlowa,2,38,349000,9184,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-osiedlowa-2-pokojowe-h9b0b2,https://s2.adresowa.pl/oi/2b/15/380792_a92c_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-osiedlowa.jpg
Łódź Dąbrowa,ul. Juliusza Kossaka,2,37,268000,7243,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-juliusza-kossaka-2-pokojowe-s0z1a1,https://s2.adresowa.pl/oi/32/6e/380334_da46_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-juliusza-kossaka.jpg
Łódź Żubardź,,3,56,420000,7500,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-zubardz-3-pokojowe-56-m2-i0y3q8,https://s2.adresowa.pl/oi/21/6c/38025e_c73b_cover-3-pokojowe-mieszkanie-lodz-zubardz.jpg
Łódź Polesie,ul. Maratońska,2,33,470000,14242,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-maratonska-2-pokojowe-o1y2r2,https://s2.adresowa.pl/oi/19/19/37ff12_8b69_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-maratonska.jpg
Łódź Polesie,ul. gen. Stanisława Maczka,2,38,390000,10133,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-gen-stanislawa-maczka-2-pokojowe-q4h4s8,https://s2.adresowa.pl/oi/61/3a/37feb6_b02b_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-gen-stanislawa-maczka.jpg
Łódź Polesie,,2,48,459000,9478,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-polesie-2-pokojowe-48-m2-x8g8o3,https://s2.adresowa.pl/oi/64/15/37fe5e_987e_cover-2-pokojowe-mieszkanie-lodz-polesie.jpg
Łódź Górna,ul. Uroczysko,2,37,399000,10784,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-uroczysko-2-pokojowe-t1g0v8,https://s2.adresowa.pl/oi/2e/67/37fb4e_8d7a_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-uroczysko.jpg
Łódź Żubardź,ul. Bydgoska,2,45,358300,7998,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-zubardz-ul-bydgoska-2-pokojowe-l1l4v9,https://s2.adresowa.pl/oi/1d/46/37f8c8_c272_cover-2-pokojowe-mieszkanie-lodz-zubardz-ul-bydgoska.jpg
Łódź Bałuty,ul. Bydgoska,2,46,430000,9348,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-bydgoska-2-pokojowe-d6p3f1,https://s2.adresowa.pl/oi/47/68/37f830_6c9c_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-bydgoska.jpg
Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,3,52,439000,8481,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-3-pokojowe-z8q0d1,https://s2.adresowa.pl/oi/4b/26/37f6cc_780a_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza.jpg
Łódź Górna,ul. Ogniskowa,3,61,500000,8170,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-ogniskowa-3-pokojowe-y0o3w2,https://s2.adresowa.pl/oi/60/30/37f256_7fce_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-ogniskowa.jpg
Łódź Górna,ul. gen. Jarosława Dąbrowskiego,3,48,395000,8188,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-gen-jaroslawa-dabrowskiego-3-pokojowe-c1j8w0,https://s2.adresowa.pl/oi/32/23/37efd8_efdc_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-gen-jaroslawa-dabrowskiego.jpg
Łódź Śródmieście,ul. Prezydenta Gabriela Narutowicza,5,177,1500000,8475,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza-5-pokojowe-n1r3a3,https://s2.adresowa.pl/oi/3f/3e/37ef48_2d4d_cover-5-pokojowe-mieszkanie-lodz-srodmiescie-ul-prezydenta-gabriela-narutowicza.jpg
Łódź Widzew,ul. Przędzalniana,2,35,270000,7714,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-przedzalniana-2-pokojowe-a9k4v6,https://s2.adresowa.pl/oi/74/5f/37ee7c_5bad_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-przedzalniana.jpg
Łódź Górna,,3,45,400000,8889,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-gorna-3-pokojowe-45-m2-l1f4k6,https://s2.adresowa.pl/oi/45/66/37edee_45b9_cover-3-pokojowe-mieszkanie-lodz-gorna.jpg
Łódź Dąbrowa,ul. Poli Gojawiczyńskiej,2,45,409000,9035,Bez pośredników,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-lodz-dabrowa-ul-poli-gojawiczynskiej-2-pokojowe-c4o4z6,https://s2.adresowa.pl/oi/1e/44/37ea08_b678_cover-2-pokojowe-mieszkanie-lodz-dabrowa-ul-poli-gojawiczynskiej.jpg
Łódź Górna,ul. Piasta,3,61,525000,8538,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-piasta-3-pokojowe-x8f8o9,https://s2.adresowa.pl/oi/12/54/37e86c_382c_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-piasta.jpg
Łódź Śródmieście,ul. Gdańska,1,36,350000,9804,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-1-pokoj-e8m2z9,https://s2.adresowa.pl/oi/3c/1e/37e462_a0bf_cover-1-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.jpg
Łódź Górna,ul. Rabindranatha Tagore'a,4,71,549000,7684,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-rabindranatha-tagore-a-4-pokojowe-a6u2r1,https://s2.adresowa.pl/oi/14/79/37e1ae_7110_cover-4-pokojowe-mieszkanie-lodz-gorna-ul-rabindranatha-tagore-a.jpg
Łódź Śródmieście,ul. Andrzeja Struga,3,118,750000,6383,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-andrzeja-struga-3-pokojowe-e4e0l9,https://s2.adresowa.pl/oi/56/59/37df64_d3f2_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-andrzeja-struga.jpg
Łódź Bałuty,ul. Bolesława Limanowskiego,3,57,383000,6719,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego-3-pokojowe-e1v4p4,https://s2.adresowa.pl/oi/6b/6e/37df14_a0f5_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-boleslawa-limanowskiego.jpg
Łódź Polesie,ul. Stefana Żeromskiego,1,27,275000,10026,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-stefana-zeromskiego-1-pokoj-m6w4y2,https://s2.adresowa.pl/oi/6c/7b/37de9c_4228_cover-1-pokojowe-mieszkanie-lodz-polesie-ul-stefana-zeromskiego.jpg
Łódź Śródmieście,ul. Fabryczna,2,29,359000,12379,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-fabryczna-2-pokojowe-u4l5c2,https://s2.adresowa.pl/oi/49/24/37de34_b2ac_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-fabryczna.jpg
Łódź Polesie,ul. Srebrzyńska,2,34,435000,12794,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-srebrzynska-2-pokojowe-s1n5f6,https://s2.adresowa.pl/oi/4c/15/37dce0_fa40_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-srebrzynska.jpg
Łódź Bałuty,ul. Zgierska,2,48,284000,5886,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zgierska-2-pokojowe-q3q0t2,https://s2.adresowa.pl/oi/63/64/37bc4e_41cd_cover-2-pokojowe-mieszkanie-lodz-baluty-ul-zgierska.jpg
Łódź Śródmieście,ul. Gdańska,3,69,350000,5072,Bez pośredników,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-3-pokojowe-h6p7k6,https://s2.adresowa.pl/oi/1f/35/37d964_e3ae_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.jpg
Łódź Śródmieście,ul. Gdańska,2,69,370000,5362,Bez pośredników,ponad miesiąc temu,22,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-gdanska-2-pokojowe-f6b3f4,https://s2.adresowa.pl/oi/24/1f/37d962_d551_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-gdanska.jpg
Łódź Bałuty,ul. Olsztyńska,3,57,480000,8421,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-olsztynska-3-pokojowe-g3v7c8,https://s2.adresowa.pl/oi/68/11/37d1be_64d9_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-olsztynska.jpg
Łódź Chojny,ul. Ogniskowa,3,61,520000,8525,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-chojny-ul-ogniskowa-3-pokojowe-l8a3y2,https://s2.adresowa.pl/oi/33/56/37d1c0_bd89_cover-3-pokojowe-mieszkanie-lodz-chojny-ul-ogniskowa.jpg
Łódź Widzew,ul. Beli Bartoka,2,45,325000,7303,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-beli-bartoka-2-pokojowe-c9r5a1,https://s2.adresowa.pl/oi/2d/15/37d17e_2c93_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-beli-bartoka.jpg
Łódź Śródmieście,ul. Tkacka,2,62,500000,8065,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-tkacka-2-pokojowe-e3p5x4,https://s2.adresowa.pl/oi/73/76/37d144_fbec_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-tkacka.jpg
Łódź Śródmieście,ul. Piotrkowska,4,126,850000,6746,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-piotrkowska-4-pokojowe-u7u2i6,https://s2.adresowa.pl/oi/34/38/37ccc4_6e77_cover-4-pokojowe-mieszkanie-lodz-srodmiescie-ul-piotrkowska.jpg
Łódź Śródmieście,ul. Tamka,3,50,385000,7700,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-tamka-3-pokojowe-n1l6z7,https://s2.adresowa.pl/oi/48/55/37cd18_b32c_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-tamka.jpg
Łódź Górna,ul. Prośnieńska,3,78,660000,8462,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-prosnienska-3-pokojowe-k5k3j2,https://s2.adresowa.pl/oi/3b/3f/37cd06_f8be_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-prosnienska.jpg
Łódź Śródmieście,ul. Pomorska,3,74,375000,5068,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-pomorska-3-pokojowe-i0p3x4,https://s2.adresowa.pl/oi/34/16/37ccf6_dcd0_cover-3-pokojowe-mieszkanie-lodz-srodmiescie-ul-pomorska.jpg
Łódź Polesie,ul. Krzemieniecka,2,34,279000,8096,Bez pośredników,ponad miesiąc temu,15,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-krzemieniecka-2-pokojowe-x4w7u5,https://s2.adresowa.pl/oi/72/14/37c9e6_5b66_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-krzemieniecka.jpg
Łódź Bałuty,ul. Zgierska,3,61,379000,6176,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-zgierska-3-pokojowe-t6b2o6,https://s2.adresowa.pl/oi/4b/35/37c300_c249_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-zgierska.jpg
Łódź Olechów,ul. Anny Jagiellonki,2,50,460000,9200,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-lodz-olechow-ul-anny-jagiellonki-2-pokojowe-w2v5t9,https://s2.adresowa.pl/oi/6a/6a/37bf12_6b88_cover-2-pokojowe-mieszkanie-lodz-olechow-ul-anny-jagiellonki.jpg
Łódź Widzew,ul. Abrama Koplowicza,2,50,519000,10359,Bez pośredników,ponad miesiąc temu,21,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-abrama-koplowicza-2-pokojowe-n1o3f9,https://s2.adresowa.pl/oi/5a/52/368268_bb37_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-abrama-koplowicza.jpg
Łódź Widzew,ul. Longinusa Podbipięty,3,66,799000,12106,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-longinusa-podbipiety-3-pokojowe-q5y0v4,https://s2.adresowa.pl/oi/38/2a/37bcee_d0e6_cover-3-pokojowe-mieszkanie-lodz-widzew-ul-longinusa-podbipiety.jpg
Łódź Górna,ul. Piękna,3,71,615000,8723,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-piekna-3-pokojowe-c3p4l2,https://s2.adresowa.pl/oi/12/61/37b97e_da14_cover-3-pokojowe-mieszkanie-lodz-gorna-ul-piekna.jpg
Łódź Polesie,ul. Marcina Kasprzaka,2,38,437000,11607,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-lodz-polesie-ul-marcina-kasprzaka-2-pokojowe-x5r9i8,https://s2.adresowa.pl/oi/76/19/37b956_5ae0_cover-2-pokojowe-mieszkanie-lodz-polesie-ul-marcina-kasprzaka.jpg
Łódź Śródmieście,ul. 6 Sierpnia,2,42,400000,9524,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-6-sierpnia-2-pokojowe-p9j0j3,https://s2.adresowa.pl/oi/78/2b/37b5da_2b30_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-6-sierpnia.jpg
Łódź Bałuty,ul. Klonowa,3,54,410000,7593,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-baluty-ul-klonowa-3-pokojowe-d1l6m3,https://s2.adresowa.pl/oi/3d/3a/37b536_3af8_cover-3-pokojowe-mieszkanie-lodz-baluty-ul-klonowa.jpg
Łódź Górna,ul. Józefa Chełmońskiego,2,43,380000,8837,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-lodz-gorna-ul-jozefa-chelmonskiego-2-pokojowe-s9z4l3,https://s2.adresowa.pl/oi/70/4a/37b320_8be0_cover-2-pokojowe-mieszkanie-lodz-gorna-ul-jozefa-chelmonskiego.jpg
Łódź Widzew,ul. Urzędnicza,2,44,420000,9545,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-widzew-ul-urzednicza-2-pokojowe-l3m2v8,https://s2.adresowa.pl/oi/4c/60/37af0a_e10a_cover-2-pokojowe-mieszkanie-lodz-widzew-ul-urzednicza.jpg
Łódź Śródmieście,ul. Ciesielska,2,47,310000,6596,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-lodz-srodmiescie-ul-ciesielska-2-pokojowe-a8k8b6,https://s2.adresowa.pl/oi/14/29/37ab4a_df31_cover-2-pokojowe-mieszkanie-lodz-srodmiescie-ul-ciesielska.jpg
